district_id,region,district,class,latitude,longitude,total_pop,poverty_rate_pct,poverty_intensity_pct,illiteracy_rate_pct,uninsurance_rate_pct,youth_dependency_ratio,sex_ratio,employment_rate_pct,pop_0_14,pop_15_64,pop_65plus,nmr_per1000lb,imr_per1000lb,u5mr_per1000lb,pnmr_per1000lb,child_mr_per1000lb,bcg_coverage_pct,dpt3_coverage_pct,measles_coverage_pct,fully_vaccinated_pct,polio3_coverage_pct,diarrhea_prevalence_pct,ors_use_pct,continued_feeding_diarrhea_pct,early_breastfeeding_pct,dietary_diversity_pct,min_meal_freq_pct,child_anemia_any_pct,child_anemia_moderate_pct,child_anemia_severe_pct,improved_water_pct,piped_water_pct,surface_water_pct,improved_sanitation_pct,open_defecation_pct,women_no_edu_pct,women_secondary_plus_pct,female_literacy_pct,u5mr_high_risk,nmr_high_risk
232,Volta,Ketu North Municipal,Municipal,6.192057,0.981151401381816,114993,27.2,44.3,31.57,38.02,59.77,85.59,50.66,39737,66479,8777,19.0,38.0,47.0,9.0,10.0,99.1,82.21,90.7,71.17,86.4,24.87,49.51666666666667,23.183333333333337,58.73,40.24,38.45,47.15,18.85,1.4,70.82,4.3,9.9,32.76666666666667,20.8,5.1,80.5,70.58,0,1
233,Volta,Ketu South Municipal,Municipal,6.07748514999999,1.0706219725046,253122,25.6,45.4,30.06,47.86,64.09,89.04,46.98,93817,146389,12916,19.0,38.0,47.0,9.0,10.0,99.1,83.57,90.7,72.28,86.4,24.48,49.51666666666667,23.183333333333337,58.77,39.3,38.45,47.15,18.85,1.4,67.17,4.3,9.9,32.76666666666667,20.8,5.1,80.5,69.95,0,1
234,Volta,Kpando Municipal,Municipal,7.0000115,0.318327973849328,58552,23.4,43.4,18.77,19.74,49.96,102.25,46.17,18352,36737,3463,19.0,38.0,47.0,9.0,10.0,99.1,84.91,90.7,71.14,86.4,23.5,49.51666666666667,23.183333333333337,60.38,42.63,38.45,47.15,18.85,1.4,68.3,4.3,9.9,32.76666666666667,20.8,5.1,80.5,70.14,0,1
235,Volta,North Dayi,District,6.91384645,0.22267318926127,39268,30.1,43.6,19.33,22.86,52.43,94.8,46.19,12150,23173,3945,19.0,38.0,47.0,9.0,10.0,99.1,82.01,90.7,73.0,86.4,20.42,49.51666666666667,23.183333333333337,59.89,40.75,38.45,47.15,18.85,1.4,71.97,4.3,9.9,32.76666666666667,20.8,5.1,80.5,70.74,0,1
236,Volta,North Tongu,District,6.14399495,0.297188924896433,111410,38.4,45.4,30.74,40.91,67.08,87.29,47.97,42106,62766,6538,19.0,38.0,47.0,9.0,10.0,99.1,82.12,90.7,68.85,86.4,23.08,49.51666666666667,23.183333333333337,59.79,39.87,38.45,47.15,18.85,1.4,69.31,4.3,9.9,32.76666666666667,20.8,5.1,80.5,71.46,0,1
237,Volta,South Dayi,District,6.5449087,0.240546020283373,57518,29.0,44.3,21.28,20.93,55.64,100.83,43.13,19258,34609,3651,19.0,38.0,47.0,9.0,10.0,99.1,79.88,90.7,71.1,86.4,22.76,49.51666666666667,23.183333333333337,61.23,41.99,38.45,47.15,18.85,1.4,70.96,4.3,9.9,32.76666666666667,20.8,5.1,80.5,70.34,0,1
238,Volta,South Tongu,District,5.96577275,0.641061228110148,113114,32.4,45.2,28.7,34.34,61.69,83.21,46.58,40287,65303,7524,19.0,38.0,47.0,9.0,10.0,99.1,82.86,90.7,68.61,86.4,22.46,49.51666666666667,23.183333333333337,60.81,36.94,38.45,47.15,18.85,1.4,70.06,4.3,9.9,32.76666666666667,20.8,5.1,80.5,70.19,0,1
239,Western,Ahanta West Municipal,Municipal,4.8514282,-1.98665461803006,153140,27.2,44.7,24.99,46.3,60.15,95.92,50.99,55443,92175,5522,18.0,36.0,48.0,11.0,12.0,93.2,85.61,77.3,74.56,73.6,20.27,,,65.57,41.18,39.15,46.0,18.85,1.05,75.24,2.35,4.8,32.56666666666666,9.65,7.35,80.2,78.04,1,1
240,Western,Effia Kwesimintsim Municipal,Municipal,4.96766095,-1.80360599719917,173975,9.3,42.5,8.98,23.32,46.05,98.08,52.36,52543,114094,7338,18.0,36.0,48.0,11.0,12.0,93.2,86.41,77.3,78.85,73.6,19.35,,,65.71,45.39,39.15,46.0,18.85,1.05,77.45,2.35,4.8,32.56666666666666,9.65,7.35,80.2,75.02,1,1
241,Western,Ellembelle,District,5.14952214999999,-2.42142536190491,120893,33.3,42.8,26.28,30.29,58.01,100.68,45.55,42807,73787,4299,18.0,36.0,48.0,11.0,12.0,93.2,85.88,77.3,78.14,73.6,19.51,,,66.02,44.29,39.15,46.0,18.85,1.05,75.05,2.35,4.8,32.56666666666666,9.65,7.35,80.2,78.62,1,1
242,Western,Jomoro Municipal,Municipal,5.199616,-2.61473434715296,126576,31.2,43.7,28.7,31.75,60.01,96.01,49.35,45705,76161,4710,18.0,36.0,48.0,11.0,12.0,93.2,87.06,77.3,75.72,73.6,19.36,,,61.94,44.58,39.15,46.0,18.85,1.05,72.73,2.35,4.8,32.56666666666666,9.65,7.35,80.2,77.9,1,1
243,Western,Mpohor,District,4.9705877,-1.8927971,52028,31.4,44.3,26.28,48.47,55.2,109.06,52.05,17842,32323,1863,18.0,36.0,48.0,11.0,12.0,93.2,84.56,77.3,74.55,73.6,18.91,,,64.55,42.21,39.15,46.0,18.85,1.05,74.2,2.35,4.8,32.56666666666666,9.65,7.35,80.2,77.96,1,1
244,Western,Nzema East Municipal,Municipal,5.08576495,-2.22263416898707,94621,38.2,43.0,34.41,49.09,59.15,109.74,54.43,34189,57796,2636,18.0,36.0,48.0,11.0,12.0,93.2,85.0,77.3,72.35,73.6,15.72,,,61.83,44.17,39.15,46.0,18.85,1.05,76.23,2.35,4.8,32.56666666666666,9.65,7.35,80.2,79.34,1,1
245,Western,Prestea/Huni Valley Municipal,Municipal,5.44481979999999,-2.04050432321944,229301,29.5,43.8,25.74,48.87,58.77,107.74,50.2,82651,140632,6018,18.0,36.0,48.0,11.0,12.0,93.2,90.39,77.3,75.98,73.6,18.53,,,65.15,47.21,39.15,46.0,18.85,1.05,75.99,2.35,4.8,32.56666666666666,9.65,7.35,80.2,74.97,1,1
246,Western,"Sekondi Takoradi Metropolitan Area (STMA)- Takoradi, Sekondi & Essikado-Ketan",Metropolitan,4.95328,-1.73308,245382,10.1,42.6,9.65,20.06,45.94,94.32,49.63,73755,160556,11071,18.0,36.0,48.0,11.0,12.0,93.2,85.27,77.3,80.43,73.6,17.57,,,65.09,45.44,39.15,46.0,18.85,1.05,73.05,2.35,4.8,32.56666666666666,9.65,7.35,80.2,74.94,1,1
247,Western,Shama,District,5.0606463,-1.64288365568687,117224,22.0,44.4,20.93,30.4,61.9,93.37,51.4,42941,69371,4912,18.0,36.0,48.0,11.0,12.0,93.2,85.55,77.3,77.45,73.6,16.48,,,66.67,44.45,39.15,46.0,18.85,1.05,74.31,2.35,4.8,32.56666666666666,9.65,7.35,80.2,78.31,1,1
248,Western,Tarkwa-Nsuaem Municipal,Municipal,5.310935,-1.992426,219109,18.2,43.5,17.82,28.38,50.78,111.24,50.3,71959,141700,5450,18.0,36.0,48.0,11.0,12.0,93.2,89.96,77.3,75.96,73.6,20.92,,,66.88,43.54,39.15,46.0,18.85,1.05,74.53,2.35,4.8,32.56666666666666,9.65,7.35,80.2,77.89,1,1
249,Western,Wassa Amenfi Central,District,5.7890318,-2.0839856,117999,37.6,43.0,34.11,47.02,62.6,118.57,53.47,44080,70412,3507,18.0,36.0,48.0,11.0,12.0,93.2,91.56,77.3,77.5,73.6,20.99,,,65.4,43.61,39.15,46.0,18.85,1.05,74.85,2.35,4.8,32.56666666666666,9.65,7.35,80.2,78.16,1,1
250,Western,Wassa Amenfi East Municipal,Municipal,5.87660585,-1.98975398510416,179696,35.5,44.4,32.21,45.97,54.47,118.61,46.92,61589,113067,5040,18.0,36.0,48.0,11.0,12.0,93.2,85.44,77.3,74.46,73.6,20.44,,,64.35,41.01,39.15,46.0,18.85,1.05,73.34,2.35,4.8,32.56666666666666,9.65,7.35,80.2,77.21,1,1
251,Western,Wassa Amenfi West Municipal,Municipal,5.7735167,-2.5321498,131000,24.9,42.0,29.93,27.83,57.25,115.8,57.28,46337,80942,3721,18.0,36.0,48.0,11.0,12.0,93.2,86.65,77.3,76.35,73.6,18.78,,,65.83,44.59,39.15,46.0,18.85,1.05,74.46,2.35,4.8,32.56666666666666,9.65,7.35,80.2,78.9,1,1
252,Western,Wassa East,District,5.3622378,-1.62070954561049,99641,38.0,42.0,31.67,53.4,64.93,106.45,60.44,37626,57945,4070,18.0,36.0,48.0,11.0,12.0,93.2,87.71,77.3,76.95,73.6,20.43,,,64.31,45.47,39.15,46.0,18.85,1.05,74.31,2.35,4.8,32.56666666666666,9.65,7.35,80.2,79.3,1,1
253,Western North,Aowin Municipal,Municipal,5.69311555,-2.7557437678514,133257,37.1,41.9,38.74,33.75,59.29,114.54,56.9,48296,81457,3504,11.0,22.0,37.0,9.0,15.0,97.7,84.99,93.9,70.07,94.2,22.12,47.11666666666667,16.75,59.8,36.34,38.55,40.7,13.7,0.25,69.46,0.75,6.25,35.01666666666667,6.25,9.45,76.05,70.13,0,0
254,Western North,Bia East,District,6.817878,-3.00681786775424,53073,32.9,41.5,42.63,43.89,66.07,115.28,61.81,20502,31031,1540,11.0,22.0,37.0,9.0,15.0,97.7,80.92,93.9,71.39,94.2,22.4,47.11666666666667,16.75,61.28,37.71,38.55,40.7,13.7,0.25,69.51,0.75,6.25,35.01666666666667,6.25,9.45,76.05,69.01,0,0
255,Western North,Bia West,District,6.56894165,-3.06628883975843,115881,24.5,41.3,10.35,7.14,63.62,108.1,53.18,43962,69099,2820,11.0,22.0,37.0,9.0,15.0,97.7,82.03,93.9,70.72,94.2,20.46,47.11666666666667,16.75,58.96,36.96,38.55,40.7,13.7,0.25,68.08,0.75,6.25,35.01666666666667,6.25,9.45,76.05,66.24,0,0
256,Western North,Bibiani Anhwiaso Bekwai Municipal,Municipal,6.29602085,-2.23398871855776,167971,25.8,41.9,13.49,8.9,58.37,96.07,50.7,59632,102165,6174,11.0,22.0,37.0,9.0,15.0,97.7,83.57,93.9,71.2,94.2,22.7,47.11666666666667,16.75,61.01,37.25,38.55,40.7,13.7,0.25,67.71,0.75,6.25,35.01666666666667,6.25,9.45,76.05,70.55,0,0
257,Western North,Bodi,District,6.24012575,-2.87347603617418,65748,18.6,41.7,58.55,37.76,59.78,105.93,55.59,23783,39785,2180,11.0,22.0,37.0,9.0,15.0,97.7,83.05,93.9,69.17,94.2,22.19,47.11666666666667,16.75,60.82,38.78,38.55,40.7,13.7,0.25,68.51,0.75,6.25,35.01666666666667,6.25,9.45,76.05,71.23,0,0
258,Western North,Juaboso,District,6.3415722,-2.8235416,88814,18.9,42.3,44.93,34.31,57.64,107.72,51.36,31497,54646,2671,11.0,22.0,37.0,9.0,15.0,97.7,81.84,93.9,71.55,94.2,20.15,47.11666666666667,16.75,58.37,35.57,38.55,40.7,13.7,0.25,67.08,0.75,6.25,35.01666666666667,6.25,9.45,76.05,70.37,0,0
259,Western North,Sefwi Akontombra,District,6.0425529,-2.8760069,66689,24.5,42.2,44.28,27.02,63.03,110.55,59.91,24952,39586,2151,11.0,22.0,37.0,9.0,15.0,97.7,82.2,93.9,72.64,94.2,22.02,47.11666666666667,16.75,61.26,39.62,38.55,40.7,13.7,0.25,66.58,0.75,6.25,35.01666666666667,6.25,9.45,76.05,68.08,0,0
260,Western North,Sefwi Wiawso Municipal,Municipal,6.30540429999999,-2.51755838219394,151220,33.3,42.4,28.08,24.68,56.6,99.25,52.68,52721,93140,5359,11.0,22.0,37.0,9.0,15.0,97.7,80.34,93.9,68.74,94.2,21.98,47.11666666666667,16.75,60.85,39.83,38.55,40.7,13.7,0.25,66.89,0.75,6.25,35.01666666666667,6.25,9.45,76.05,70.41,0,0
261,Western North,Suaman,District,6.10824159999999,-3.00869712063798,38268,37.5,41.3,50.34,58.99,53.13,121.94,48.21,12997,24462,809,11.0,22.0,37.0,9.0,15.0,97.7,82.04,93.9,68.87,94.2,24.8,47.11666666666667,16.75,59.95,38.32,38.55,40.7,13.7,0.25,67.35,0.75,6.25,35.01666666666667,6.25,9.45,76.05,70.69,0,0
